Word	Activation	Evaluation	Imagery
inherent	-1.289890	0.132305	-2.170380
inherited	-0.995083	1.887217	-0.710102
initial	-1.702669	0.018621	-0.710102
initially	-0.587968	-0.155062	-1.340844
initiated	-0.319455	-0.000229	-1.340844
initiative	0.716846	3.530636	-2.170380
injured	0.148749	-0.596989	0.175072
injuries	2.080232	-0.999857	1.100322
injuring	1.314201	-1.116716	-0.044999
injury	0.408639	-1.116716	1.100322
injustice	0.148749	-0.874088	-0.278153
inner	-2.517232	0.001518	-0.044999
inning	-0.347565	0.603619	-0.278153
innocence	-0.778214	2.854238	-0.278153
innocent	0.148749	3.948896	-0.278153
input	-1.437902	0.132305	-1.340844
inquired	-0.549348	0.132305	-2.170380
inquiries	0.321180	-0.000229	-0.710102
inquiry	-1.130421	-0.297432	-1.340844
insane	2.734141	-1.797865	-0.044999
insect	-1.437902	-1.326004	1.861138
insects	-0.211108	-1.586861	2.820747
inseminate	1.039588	-0.596989	-0.710102
insensible	-2.127299	-0.808232	-1.340844
insert	-0.140645	0.132305	0.010639
inserted	-0.014752	-0.238684	-0.044999
inside	-0.778214	0.006343	0.010639
insight	-0.959986	2.571334	-2.170380
insights	-0.287614	0.132305	-2.170380
insist	0.379670	0.132305	-2.170380
insisted	0.024083	-0.019958	-2.170380
insistence	0.797123	-0.041802	-2.170380
insists	0.379670	0.012373	-2.170380
insoluble	-1.702669	0.001518	-0.278153
inspect	-0.005671	0.012373	0.010639
inspection	-0.005671	-0.155062	0.010639
inspector	0.030435	-0.297432	0.175072
inspired	2.287776	2.763584	-1.340844
installation	-2.298518	-0.000229	-0.044999
installations	-1.702669	0.001518	-0.710102
installed	-2.298518	-0.000229	-0.278153
instance	-0.778214	0.669604	-2.170380
instances	-0.778214	-0.000229	-2.170380
instant	-1.046833	0.001518	-2.170380
instantly	-0.587968	0.754725	-2.170380
instead	-1.930160	0.419690	-2.170380
instill	-0.287614	-0.155062	-2.170380
instinct	0.148749	1.620145	-1.340844
instinctively	-0.287614	1.257212	-1.340844
institute	-4.622537	-0.000229	0.010639
instituted	-2.298518	-0.000229	-1.340844
institution	-1.702669	0.474057	0.538300
institutions	-1.046833	-0.372557	0.538300
instructed	0.307814	0.508784	-0.710102
instruction	-0.005671	0.132305	-0.044999
instructions	0.017453	0.006343	0.010639
instrument	-0.061624	1.620145	1.861138
instrumental	0.004722	3.530636	-0.278153
instruments	-0.319455	1.257212	1.861138
insulation	-4.622537	0.132305	0.010639
insurance	-0.778214	0.669604	-0.044999
insure	-1.508064	-0.155062	-2.170380
intact	-0.778214	0.006343	0.010639
integral	-0.549348	0.001518	-1.340844
integrated	0.017453	-0.238684	-0.278153
integration	-0.319455	-0.000229	-1.340844
integrity	0.148749	4.760949	-2.170380
intellectual	0.010809	3.948896	-1.340844
intellectuals	0.148749	2.250380	-0.710102
intelligence	0.307814	3.106072	-1.340844
intelligent	0.445416	3.948896	-0.710102
intelligible	0.004722	1.257212	-1.340844
intend	-0.211108	-0.008248	-2.170380
intended	-0.211108	0.132305	-2.170380
intense	6.053469	2.645480	-0.044999
intensely	4.668458	0.132305	-1.340844
intensity	2.365905	0.132305	-0.278153
intensive	1.709964	-0.019958	-0.278153
intent	-0.778214	-0.041802	-2.170380
intention	-2.032228	-0.297432	-1.340844
intentions	-0.140645	0.132305	-1.340844
interaction	-0.211108	0.474057	0.010639
intercom	-3.360064	0.132305	1.861138
interest	-2.298518	3.530636	-0.278153
interested	-0.287614	4.543310	-0.710102
interesting	-0.140645	4.277952	-0.710102
interests	-1.289890	2.250380	-1.340844
interference	-0.031595	-0.372557	0.175072
interim	-4.622537	0.132305	-2.170380
interior	-1.195496	0.669604	1.861138
intermediate	-0.549348	0.132305	-1.340844
intermission	-2.517232	1.026312	0.010639
internal	-1.195496	-0.008248	0.010639
international	0.017453	0.419690	-0.278153
interpret	-0.287614	0.012373	-1.340844
interpretation	-0.549348	0.132305	-2.170380
interpretations	-1.437902	0.132305	-2.170380
interpreted	0.024083	1.257212	-2.170380
interrupted	0.148749	-0.297432	-0.044999
interruption	0.030435	-1.506035	0.010639
intersection	-0.395133	0.006343	0.175072
interstate	-0.287614	0.379756	0.175072
interval	-0.995083	0.132305	-0.278153
intervals	-0.995083	-0.019958	-0.278153
intervention	-0.061624	-0.596989	-0.278153
interview	0.024083	-0.019958	0.175072
interviewed	0.004722	0.132305	-0.278153
interviews	0.030435	0.132305	0.175072
intimate	0.797123	4.277952	0.538300
intimidation	1.314201	-3.644431	0.010639
into	-1.702669	-0.081564	-1.340844
intricate	-0.549348	0.001518	-2.170380
introduce	0.148749	1.950814	-0.278153
introduced	0.148749	0.551470	-0.710102
introduction	-3.490521	1.026312	-0.278153
introversion	-0.778214	-0.000229	-0.710102
intuition	-0.549348	2.763584	-1.340844
invariably	-0.491564	0.030421	-2.170380
invasion	1.232379	-0.999857	0.175072
invented	-4.622537	1.478728	-0.044999
inventing	-0.778214	1.257212	-0.278153
invention	0.010809	3.948896	0.010639
inventories	-0.211108	0.018621	-0.278153
inventory	-0.995083	0.132305	-0.278153
invested	-0.014752	0.868498	-0.710102
investigate	0.797123	0.006343	-0.278153
investigated	0.148749	1.478728	-0.278153
investigation	1.852063	0.132305	-0.044999
investigations	1.709964	0.754725	-0.044999
investigators	1.314201	0.419690	-0.044999
investment	0.148749	1.887217	-0.710102
investors	-0.014752	0.006343	-0.044999
invincible	0.148749	1.887217	-0.710102
invitation	-0.211108	2.763584	0.538300
invitations	-0.005671	2.645480	0.538300
invite	-0.005671	3.530636	-0.278153
invited	1.039588	1.620145	-0.710102
involve	0.010809	0.474057	-1.340844
involved	-0.061624	2.250380	-1.340844
involvement	-0.031595	0.474057	-1.340844
involves	-0.319455	0.132305	-1.340844
involving	-0.000019	0.132305	-1.340844
irish	-0.778214	0.551470	0.538300
iron	-1.046833	-1.586861	1.100322
ironic	-0.587968	0.379756	-1.340844
ironies	-0.587968	0.132305	-2.170380
irony	-0.287614	0.132305	-1.340844
irrelevant	-0.450163	-0.596989	-2.170380
is	-2.852790	0.012373	-2.170380
island	-0.319455	2.250380	1.100322
islands	-0.778214	2.250380	1.100322
isn't	-4.622537	-0.874088	-2.170380
isolated	-0.211108	-1.586861	0.010639
issue	-0.395133	0.000201	-0.710102
issued	-0.587968	0.379756	-0.710102
issues	-0.778214	-0.041802	-1.340844
it	-1.702669	-0.101185	-2.170380
it'll	-3.360064	-0.000229	-2.170380
it's	-3.360064	-0.000229	-2.170380
italian	-2.032228	-0.008248	1.100322
item	-1.702669	0.349300	0.175072
items	-0.995083	0.379756	0.175072
its	-2.699025	0.132305	-2.170380
itself	-1.508064	0.012373	-1.340844
ivory	-1.289890	2.250380	-0.278153
jack	-2.298518	-0.155062	0.010639
jacket	-0.778214	0.349300	1.861138
jail	1.514929	-2.509878	1.861138
january	-0.778214	-0.238684	0.538300
japanese	-0.084442	0.289998	0.538300
jar	-3.490521	0.474057	1.100322
javelin	-1.437902	-0.596989	0.175072
jaw	-1.195496	-0.101185	1.100322
jaws	0.356293	-0.297432	0.538300
jay	-1.508064	-0.019958	-0.278153
jazz	1.959874	2.250380	-0.044999
jeans	-0.587968	1.257212	1.861138
jeep	0.148749	0.379756	1.861138
jeering	0.148749	-0.417683	-0.710102
jeez	-3.195724	-0.008248	-0.710102
jell	-0.778214	0.419690	-0.710102
jello	-1.046833	3.948896	1.861138
jerked	-0.778214	-1.326004	0.175072
jerks	-0.319455	-1.326004	-0.044999
jest	-0.005671	0.379756	-0.710102
jesus	1.314201	3.183455	0.175072
jet	-0.395133	0.868498	1.100322
jew	-0.031595	-0.874088	0.175072
jewel	-0.491564	2.983926	0.538300
jeweller	-0.061624	0.669604	0.175072
jews	-0.211108	-0.081564	0.010639
jibe	-0.549348	-0.874088	-1.340844
job	1.039588	1.093219	1.100322
jobs	0.797123	0.868498	1.100322
jock	0.024083	-0.417683	1.100322
jog	0.148749	-0.081564	1.100322
jogged	0.148749	-0.596989	0.010639
join	-0.093515	0.754725	-0.710102
joined	-0.001370	0.349300	-0.278153
joining	2.734141	0.006343	-1.340844
joint	-0.395133	-0.596989	1.861138
joints	-0.287614	-0.372557	1.861138
joke	2.365905	3.948896	-0.044999
joker	1.709964	0.474057	1.861138
jokingly	0.148749	0.868498	-2.170380
jolting	1.160278	-1.586861	0.175072
jostling	-0.061624	-3.644431	-1.340844
journal	-1.702669	-0.297432	1.861138
journalism	-0.778214	-0.596989	0.538300
journalist	-0.005671	0.001518	1.861138
journey	0.900809	0.132305	1.100322
jovially	-0.549348	0.132305	-2.170380
joy	1.359348	5.683503	-0.710102
joyful	4.063746	1.620145	-0.044999
joyously	0.445416	0.669604	-1.340844
judge	-0.778214	-0.041802	2.820747
judged	-1.702669	-0.297432	-0.278153
judgement	-0.024875	-0.297432	-0.710102
judgements	-1.130421	-0.155062	-2.170380
judges	-0.140645	-0.000229	2.820747
judging	-0.319455	-0.041802	-1.340844
judicial	-1.702669	0.132305	-1.340844
judicious	-0.211108	-0.238684	-2.170380
juice	-0.287614	1.789844	2.820747
jukebox	0.148749	-0.000229	2.820747
july	0.017453	2.250380	-0.710102
jump	2.734141	-1.326004	1.861138
jumped	2.420824	-0.019958	0.010639
jumper	0.716846	-0.372557	0.010639
june	-0.778214	2.250380	-0.278153
jungle	0.148749	0.132305	2.820747
junior	-0.395133	-0.000229	-0.044999
juniors	-0.995083	-0.372557	-0.044999
jurisdiction	-1.289890	-0.000229	-0.278153
jury	-0.005671	-0.874088	2.820747
just	-0.995083	0.132305	-2.170380
justice	0.356293	3.183455	-0.710102
justification	-0.549348	-0.297432	-2.170380
justified	-0.319455	0.132305	-2.170380
justify	-0.031595	-0.999857	-2.170380
juvenile	-0.778214	-0.596989	0.175072
keen	-0.024875	2.250380	-2.170380
keep	-2.298518	-0.041802	-1.340844
keeping	-0.211108	0.132305	-2.170380
keeps	-0.287614	-0.081564	-2.170380
kennels	-0.287614	-2.509878	1.861138
kept	-1.508064	-0.081564	-2.170380
key	-1.702669	-0.041802	2.820747
keyboard	-0.995083	-0.081564	2.820747
keys	-2.298518	-0.041802	2.820747
kick	0.148749	-0.999857	2.820747
kicked	0.445416	-0.999857	0.538300
kicking	0.010809	-0.297432	2.820747
kid	0.148749	2.571334	2.820747
kid's	-0.287614	1.789844	0.175072
kidnapped	0.148749	-2.341412	0.538300
kids	0.356293	3.183455	2.820747
kill	0.148749	-3.644431	2.820747
killed	-0.319455	-0.596989	1.861138
killer	-0.491564	-1.326004	1.861138
killers	0.148749	-1.797865	1.861138
killing	0.148749	-1.586861	2.820747
kilometre	-1.289890	-0.596989	-0.044999
kind	-0.287614	1.026312	-1.340844
kinder	-0.140645	0.551470	-2.170380
kinds	-3.360064	-0.041802	-2.170380
king	-0.001370	0.868498	2.820747
king's	-0.549348	-0.008248	0.538300
kingdom	-0.140645	0.551470	0.538300
kiosks	-0.636367	0.024694	0.010639
kiss	1.514929	4.760949	2.820747
kissed	0.148749	4.277952	0.175072
kitchen	-0.001370	-0.041802	2.820747
kleenex	-1.195496	-0.041802	2.820747
knapsack	-1.508064	-0.372557	2.820747
knee	-0.778214	-0.596989	2.820747
knees	-0.587968	-0.372557	2.820747
knew	-1.508064	-0.874088	-2.170380
knife	-0.587968	-0.372557	2.820747
knight	-0.114763	-0.155062	2.820747
knit	-0.140645	-0.000229	1.861138
knitting	-0.031595	-0.297432	1.861138
knock	0.004722	-0.596989	1.861138
knocked	-0.061624	-1.797865	0.175072
know	-0.995083	0.132305	-2.170380
knowing	-1.289890	-0.000229	-2.170380
knowledge	-0.140645	0.132305	-0.710102
known	-1.702669	-0.297432	-0.710102
knows	-2.032228	-3.644431	-0.710102
korean	-0.778214	0.006343	0.538300
label	-1.046833	-0.008248	0.538300
labor	-0.211108	-0.999857	1.861138
laboratory	-0.450163	-0.596989	2.820747
labourer	0.148749	-0.155062	0.538300
lack	-0.995083	-3.644431	-2.170380
lacked	-2.517232	-3.644431	-2.170380
lacking	-2.298518	-3.644431	-2.170380
ladder	-1.508064	-0.081564	2.820747
ladies	0.148749	0.419690	1.100322
lady	-0.061624	0.868498	1.100322
lagoon	-0.395133	-0.155062	0.538300
laid	-0.005671	0.132305	1.861138
lair	-1.508064	-0.081564	0.538300
lake	0.024083	0.001518	2.820747
lameness	-1.437902	-1.797865	-2.170380
lamp	-2.127299	-0.081564	2.820747
land	-2.298518	-0.041802	2.820747
landed	-0.450163	-0.238684	0.010639
landing	-0.014752	-0.596989	0.175072
landlord	-0.778214	-1.326004	1.100322
lands	-1.046833	-0.008248	0.538300
landscape	-0.549348	-0.008248	0.538300
lane	-0.615504	-0.155062	1.861138
language	0.000544	0.018621	-1.340844
languages	-0.031595	0.132305	-2.170380
lantern	-2.298518	-1.797865	2.820747
lap	-2.517232	-0.999857	0.538300
large	-0.024875	0.349300	0.010639
largely	-2.032228	-0.155062	-1.340844
larger	-0.395133	0.132305	-0.278153
largest	-0.319455	0.132305	-0.278153
last	-2.517232	-2.115523	0.175072
lasted	-0.450163	0.132305	-2.170380
lasting	-0.287614	0.474057	-2.170380
lasts	-0.395133	-0.000229	-1.340844
late	-1.289890	-1.326004	0.175072
lately	-1.289890	-0.155062	-2.170380
later	-0.959986	-0.155062	-2.170380
latest	-0.287614	-0.081564	-1.340844
latin	-1.930160	0.551470	-0.044999
latter	-1.508064	0.001518	-0.710102
latter's	-1.289890	-0.155062	-1.340844
laugh	2.365905	5.344121	0.175072
laughed	0.797123	5.096954	0.010639
laughing	4.972390	5.344121	1.861138
laughter	3.997567	5.344121	0.175072
launch	1.514929	-0.041802	1.100322
launched	0.445416	-0.297432	0.538300
law	-1.437902	-0.596989	-0.710102
lawn	-2.517232	-0.008248	2.820747
laws	-2.298518	-0.596989	-0.710102
lawyer	-0.024875	-0.101185	2.820747
lawyers	-0.061624	-0.041802	2.820747
lay	-0.549348	0.132305	1.100322
layer	-0.287614	0.001518	0.010639
layers	-0.587968	0.001518	0.010639
laying	0.024083	0.001518	0.538300
laziness	-2.983598	-2.640437	-0.278153
lead	0.024083	0.474057	0.175072
leader	0.004722	-0.041802	0.538300
leaders	0.004722	-0.596989	0.010639
leadership	0.900809	0.132305	-2.170380
leading	0.148749	0.669604	0.538300
leads	0.046894	0.024694	-0.278153
leaf	-0.587968	0.474057	2.820747
leafy	-0.140645	2.250380	0.010639
league	-0.061624	0.006343	1.100322
leakage	-0.319455	-3.644431	0.538300
lean	-1.437902	-0.596989	0.175072
leaned	-1.130421	-1.326004	-0.278153
leaning	-0.001370	-0.596989	0.175072
leans	-0.995083	-0.874088	-0.044999
leap	1.314201	0.132305	1.861138
leaped	0.379670	0.001518	1.861138
learn	1.959874	0.132305	-0.044999
learned	0.148749	0.132305	-0.710102
learners	-0.211108	0.419690	-0.278153
learning	-0.031595	0.669604	0.175072
learns	0.408639	2.250380	-0.278153
learnt	0.046894	0.325280	-2.170380
lease	-2.517232	-0.999857	0.010639
leash	-1.437902	-1.797865	2.820747
least	-1.702669	-1.116716	-2.170380
leastways	-1.195496	-0.238684	-2.170380
leather	-0.287614	-0.372557	1.861138
leave	0.017453	0.132305	1.100322
leaves	-0.093515	0.132305	0.175072
leaving	0.379670	-0.372557	-0.044999
lecture	-0.995083	-0.874088	0.538300
lectures	-2.032228	-3.644431	0.010639
led	-0.395133	-0.000229	-0.710102
lee	-1.046833	-0.008248	-2.170380
leery	-1.437902	-0.596989	-1.340844
left	-0.778214	-0.041802	0.175072
leg	-0.995083	-0.081564	2.820747
legal	-1.289890	-0.596989	-0.278153
legate	-0.778214	-0.596989	-2.170380
legend	-0.549348	0.132305	0.175072
legends	-0.491564	-1.326004	0.010639
legions	-0.778214	-0.238684	-0.044999
legislation	-1.046833	-0.999857	-2.170380
legislative	-1.702669	-2.115523	-2.170380
legislators	-0.211108	-1.116716	-0.278153
legislature	-0.778214	-0.596989	-1.340844
legitimate	-0.995083	-0.081564	-2.170380
legs	-0.211108	-0.999857	2.820747
leisure	-0.778214	0.132305	-0.710102
lemon	-0.287614	0.001518	2.820747
lend	-0.450163	-0.041802	-0.278153
length	-0.211108	-0.596989	-0.710102
lengths	-1.289890	-0.596989	-1.340844
lengthy	-0.995083	-0.081564	-0.044999
lens	-0.587968	-0.081564	2.820747
less	-1.508064	-3.644431	-0.710102
lesser	-1.437902	-3.644431	-0.710102
lesson	-0.587968	-1.586861	0.538300
lessons	-0.319455	-1.797865	0.538300
lest	-0.450163	-1.797865	-2.170380
let	-0.140645	-0.155062	-2.170380
let's	-0.140645	-0.000229	-2.170380
letter	-1.046833	-0.008248	2.820747
letters	-1.046833	-0.008248	2.820747
letting	-1.380115	0.012373	-2.170380
leukaemia	-0.270207	-0.999857	0.010639
level	-0.211108	-0.297432	0.175072
levelled	-0.778214	-0.596989	-0.278153
levels	-1.046833	-0.999857	0.538300
lever	-0.024875	0.018621	1.100322
liberal	-0.114763	-1.326004	-0.710102
liberalism	0.017453	-0.000229	-1.340844
liberals	0.004722	-1.797865	-0.710102
liberty	0.900809	0.669604	-0.278153
libraries	-0.093515	0.132305	2.820747
library	-0.587968	0.001518	1.861138
licence	-0.395133	0.132305	1.861138
licences	-0.140645	-0.155062	0.538300
license	-0.395133	0.132305	1.861138
licked	0.601662	0.379756	1.861138
licking	2.365905	0.001518	1.100322
lid	-2.699025	-0.596989	2.820747
lie	-0.093515	-2.509878	-0.710102
lies	-0.140645	-1.326004	-0.710102
lieutenant	-0.287614	-0.372557	1.861138
life	0.408639	5.096954	0.010639
lifelong	0.148749	1.789844	-2.170380
lifestyle	0.379670	0.474057	-1.340844
lifetime	0.030435	1.478728	-0.710102
lift	-0.031595	-0.999857	1.100322
lifted	-1.437902	-1.797865	1.100322
light	-1.046833	-0.008248	2.820747
lighted	-0.778214	-1.797865	-0.044999
lighten	-1.130421	1.093219	-0.044999
lighter	-0.778214	0.132305	0.175072
lighting	-0.211108	-0.008248	0.538300
lightly	-2.127299	0.132305	-0.710102
lightness	-1.508064	0.001518	-1.340844
lightning	1.160278	-0.874088	2.820747
lights	-0.211108	-0.041802	2.820747
like	0.148749	3.948896	-2.170380
liked	-0.778214	2.250380	-2.170380
likelihood	-2.298518	-0.041802	-2.170380
likely	-1.702669	0.669604	-2.170380
likes	0.445416	0.669604	-0.710102
likewise	-0.934321	0.024694	-2.170380
liking	-0.287614	0.474057	-1.340844
lime	-1.289890	0.551470	2.820747
limit	-1.702669	-0.596989	-0.710102
limitation	-1.437902	-1.797865	-0.278153
limitations	-3.360064	-3.644431	-0.278153
limited	-1.130421	-3.644431	-0.710102
limiting	-0.778214	-3.644431	-2.170380
limits	-0.395133	-2.509878	-0.278153
limp	-2.699025	-2.341412	0.175072
limply	-1.508064	-3.644431	-2.170380
line	-2.127299	-0.874088	1.100322
linear	-1.437902	-1.797865	0.175072
lined	-1.195496	-0.238684	-0.278153
lines	-2.517232	-0.999857	2.820747
linguist	-0.778214	-0.596989	-2.170380
linguistic	-0.270207	0.018621	-2.170380
linguists	-1.702669	-0.297432	-2.170380
link	-0.319455	0.132305	0.175072
linked	0.030435	-0.041802	-0.044999
lion	0.653476	-0.596989	2.820747
lip	0.024083	0.419690	1.100322
lips	0.797123	1.026312	2.820747
lipstick	-0.005671	1.478728	1.861138
liquid	-0.287614	0.132305	1.100322
liquidate	-0.093515	-1.116716	-1.340844
liquor	1.786400	0.669604	0.538300
list	-2.699025	-0.372557	0.538300
listed	-1.702669	-0.596989	-0.710102
listen	-0.778214	-0.008248	-1.340844
listened	-0.061624	-0.008248	-1.340844
listener	-0.093515	1.478728	-0.278153
listeners	-0.014752	0.132305	-0.044999
listening	-0.140645	0.132305	-0.044999
lists	-2.517232	-1.326004	0.175072
lit	-1.130421	-0.596989	-0.278153
literacy	-0.001370	1.887217	-1.340844
literal	-1.702669	-0.155062	-1.340844
literally	-1.046833	-0.155062	-2.170380
literary	-0.778214	0.012373	-2.170380
literature	-0.014752	1.026312	-0.044999
litigation	0.148749	-0.596989	-0.710102
little	-1.702669	-0.155062	0.010639
live	4.310702	1.257212	-2.170380
lived	0.716846	0.132305	-2.170380
lively	2.734141	3.530636	0.538300
liver	-0.450163	-0.417683	1.100322
lives	0.408639	0.132305	-2.170380
livestock	-0.587968	0.006343	2.820747
living	3.128999	0.868498	-1.340844
lo	-1.508064	0.006343	-2.170380
load	-1.437902	-0.297432	0.538300
loaded	1.514929	-0.155062	0.175072
loading	0.004722	-0.297432	0.175072
loads	-0.211108	-0.417683	-0.044999
loafers	-1.930160	-1.586861	2.820747
loan	-0.778214	-1.586861	0.010639
loans	-0.549348	-1.326004	-0.044999
lobbied	-1.046833	-0.155062	-0.044999
lobby	-0.615504	0.018621	1.861138
local	-0.270207	0.024694	-1.340844
locally	-1.046833	-0.000229	-1.340844
locate	-0.319455	0.132305	-1.340844
located	-0.549348	-0.000229	-1.340844
locating	0.321180	0.325280	-2.170380
location	-1.130421	-0.041802	-1.340844
locations	-0.395133	0.001518	-1.340844
lock	-1.437902	-0.297432	1.861138
locked	-0.211108	-1.326004	0.538300
locking	0.379670	0.006343	0.538300
lodge	0.148749	0.419690	2.820747
log	-1.289890	-0.372557	2.820747
logic	-0.395133	-0.372557	-2.170380
logical	-0.014752	0.132305	-1.340844
logically	-0.615504	1.093219	-1.340844
lonely	-2.127299	-3.644431	0.010639
long	-1.289890	-0.081564	0.010639
long-range	-0.287614	0.868498	-0.710102
long-term	0.148749	0.001518	-2.170380
longer	-0.093515	0.006343	-0.710102
longing	-0.014752	-0.372557	-2.170380
look	0.379670	0.132305	-0.044999
look's	-0.093515	0.419690	0.010639
looked	0.356293	0.132305	0.010639
looking	-0.031595	1.257212	0.175072
looks	0.004722	0.669604	0.010639
looming	-1.046833	-0.596989	-1.340844
loop	-1.437902	-0.297432	1.100322
loose	-0.491564	-0.214039	0.010639
loosed	-0.778214	-2.115523	-1.340844
loosely	-1.702669	-1.326004	-0.278153
looser	-0.587968	-0.596989	-0.278153
loosing	0.148749	-1.797865	-0.278153
lopsided	-0.587968	-1.797865	0.538300
lord	-0.001370	0.754725	0.538300
lord's	-0.005671	1.478728	0.010639
lose	-0.778214	-3.644431	-1.340844
loser	-2.298518	-3.644431	-0.710102
losers	-2.517232	-3.644431	-0.710102
loses	-1.046833	-3.644431	-1.340844
losing	0.523723	-3.644431	-1.340844
loss	-0.005671	-3.644431	-2.170380
losses	-1.289890	-2.509878	-1.340844
lost	-0.061624	-1.971295	-0.044999
lot	-0.778214	-0.297432	1.861138
lots	0.004722	-0.297432	-0.044999
lottery	0.559548	6.951213	0.538300
loud	1.514929	-1.971295	-0.044999
louder	0.716846	-0.596989	-1.340844
loudly	1.314201	-0.081564	-2.170380
lousy	-0.995083	-2.640437	-2.170380
love	3.997567	6.951213	-0.710102
lovebird	0.148749	2.983926	0.538300
loved	2.080232	6.951213	-0.710102
lovely	0.010809	6.951213	-0.278153
lover	8.534390	6.951213	1.100322
lovers	3.365654	6.951213	1.100322
loves	2.287776	6.951213	-1.340844
lovey	-0.778214	6.951213	-2.170380
loving	1.039588	6.951213	-1.340844
low	-3.758890	-0.808232	-0.710102
lower	-0.093515	-0.596989	-0.710102
lowered	-0.140645	0.001518	0.010639
lowest	-1.508064	-2.640437	-0.044999
loyal	0.716846	5.533872	-0.278153
loyalty	0.024083	5.533872	-0.710102
luck	0.493704	4.760949	-0.710102
lucky	2.734141	5.344121	-0.710102
luggage	-1.702669	-0.000229	2.820747
lullaby	-0.778214	2.983926	1.100322
lumber	-2.298518	-0.297432	1.861138
luminous	0.148749	0.419690	-0.044999
lunar	-1.289890	1.026312	0.175072
lunch	-0.549348	0.551470	1.100322
luncheon	-0.549348	0.551470	0.175072
lunches	-0.778214	0.132305	0.538300
lung	-1.195496	0.012373	1.100322
lungs	-1.702669	-0.155062	2.820747
luxury	-1.046833	3.530636	0.010639
lying	-0.450163	-3.644431	-2.170380
lynch	-0.140645	-2.509878	-0.710102
lyric	-0.995083	0.868498	-0.044999
lyrics	-0.211108	0.132305	0.175072
m&m's	-0.031595	5.096954	2.820747
machine	-0.587968	-0.238684	1.861138
machinery	-0.001370	-0.019958	1.100322
machines	0.356293	-0.019958	1.861138
mad	0.797123	-3.644431	0.175072
madame	-0.093515	-0.238684	1.861138
madder	0.379670	-2.640437	-1.340844
made	0.024083	0.132305	-0.278153
magazine	-0.319455	-0.008248	1.861138
magazines	-0.778214	1.887217	1.861138
maggie	-0.778214	0.132305	0.175072
magic	3.477280	3.530636	0.175072
magical	5.828508	5.344121	-0.278153
magnetic	0.148749	0.132305	0.175072
magnification	0.445416	0.132305	0.175072
magnificent	0.004722	1.620145	-2.170380
magnitude	-0.039823	0.349300	-2.170380
magnum	0.036361	0.132305	-0.044999
maid	-1.046833	-0.155062	2.820747
maids	-0.319455	-0.008248	2.820747
mail	-1.046833	2.250380	2.820747
mailed	-0.024875	0.603619	0.175072
main	-2.032228	-0.596989	-2.170380
mainland	-1.289890	0.132305	0.538300
mainly	-2.298518	-0.008248	-2.170380
maintain	-1.702669	0.132305	-1.340844
maintained	-0.093515	0.132305	-1.340844
maintaining	0.148749	0.132305	-1.340844
maintains	-0.778214	0.474057	-2.170380
maintenance	0.017453	-1.586861	-0.044999
majestic	0.408639	2.763584	-0.044999
majesty	0.337182	4.760949	1.861138
major	-0.093515	0.006343	-0.278153
majority	0.017453	0.132305	-1.340844
make	0.024083	0.006343	-1.340844
maker	0.148749	0.001518	-2.170380
makers	-0.005671	-0.041802	-2.170380
makes	-0.140645	-0.081564	-2.170380
makeup	-0.093515	0.006343	1.100322
making	0.716846	-0.041802	-1.340844
malcontent	-1.195496	-1.971295	-2.170380
male	-0.549348	0.551470	1.861138
males	-0.061624	0.669604	1.861138
mama	0.445416	3.530636	1.100322
man	0.004722	0.132305	1.861138
man's	0.000544	0.325280	0.175072
manage	-0.778214	-0.008248	-2.170380
managed	0.148749	-0.155062	-2.170380
management	0.024083	-0.041802	-0.044999
manager	-0.005671	-0.596989	0.538300
managerial	-0.287614	-0.041802	0.010639
managers	-0.061624	-0.155062	0.538300
manchester	-0.093515	0.132305	-1.340844
mane	-2.298518	-0.008248	0.538300
mangled	-0.319455	-2.115523	0.538300
manhattan	-0.211108	0.551470	0.538300
maniacal	-0.031595	-1.326004	-1.340844
manifold	-0.636367	-0.000229	-0.278153
mankind	-0.005671	0.868498	-0.044999
manned	-1.046833	-0.000229	-2.170380
manner	-0.211108	0.012373	-1.340844
manners	0.004722	0.669604	-0.710102
manpower	0.148749	-0.008248	-0.044999
mantle	-1.130421	0.868498	0.175072
manufacture	0.148749	-0.019958	-0.278153
manufactured	0.024083	-0.041802	-0.710102
manufacturer	0.017453	0.001518	0.010639
manufacturers	-0.093515	-0.041802	0.010639
manufacturing	0.379670	0.006343	0.010639
many	0.148749	0.132305	-0.710102
map	-0.615504	0.132305	1.861138
maps	-1.702669	0.132305	1.861138
marathon	0.797123	-0.372557	1.861138
marble	-0.270207	0.967320	1.861138
march	0.148749	0.132305	0.175072
marching	0.148749	0.669604	0.538300
mare	-0.778214	0.754725	2.820747
mares	-0.061624	0.132305	1.861138
margaret	-0.287614	0.132305	1.100322
margin	-2.699025	0.001518	1.100322
marginal	-2.852790	-1.116716	-1.340844
maria	-1.508064	0.868498	1.100322
marijuana	-0.093515	-0.238684	1.861138
marina	-0.778214	0.669604	1.861138
marine	-0.014752	0.474057	1.861138
marines	0.010809	-0.596989	1.861138
marital	0.493704	2.983926	-0.278153
mark	-1.437902	0.132305	0.175072
marked	0.024083	0.868498	0.175072
market	-0.014752	1.026312	1.861138
marketing	0.010809	0.551470	0.010639
markets	-0.211108	0.551470	1.861138
marking	0.148749	0.132305	0.175072
marks	-0.061624	0.012373	0.175072
marriage	2.287776	3.530636	0.175072
marriages	0.445416	2.250380	0.175072
